"timestamp";"cul_es_tu...l_actual";"cul_de_lo...apliquen";"cul_de_la...apliquen";"qu_porcen...acin_etc";"aproximad...trabajas";"en_qu_tip...trabajas";"cul_es_la...opcional";"cul_es_el...anos_cop";"qu_tan_se...otamente";"cuntos_ao...ecnologa";"cuntos_ao...nalytics";"cul_es_el...mpletado";"cmo_has_a...apliquen";"cunto_tie...opcional";"de_los_si...cia_c__c";"de_los_si...uencia_c";"de_los_si...cia_java";"de_los_si...__nodejs";"de_los_si...ia_julia";"de_los_si...__octave";"de_los_si...ncia_php";"de_los_si...a_python";"de_los_si...ncia_sql";"de_los_si...uencia_r";"de_los_si...cia_ruby";"de_los_si...__elixir";"de_los_si...ia_scala";"de_los_si...__kotlin";"de_los_si...he_storm";"de_los_si...he_spark";"de_los_si...a_arcgis";"de_los_si...cia_aws_";"de_los_si...ia_azure";"de_los_si...ia_caffe";"de_los_si...cia_cntk";"de_los_si..._core_ml";"de_los_si...arning4j";"de_los_si...icsearch";"de_los_si...ncia_h2o";"de_los_si...a_hadoop";"de_los_si...le_cloud";"de_los_si...ia_excel";"de_los_si...cia_hive";"de_los_si...m_watson";"de_los_si..._jupyter";"de_los_si...ia_kafka";"de_los_si...a_kibana";"de_los_si...ia_knime";"de_los_si...ia_gephi";"de_los_si...logstash";"de_los_si...ia_mysql";"de_los_si..._mongodb";"de_los_si...ia_mxnet";"de_los_si...ia_neo4j";"de_los_si...a_oracle";"de_los_si...a_pandas";"de_los_si...stgresql";"de_los_si..._powerbi";"de_los_si...h__torch";"de_los_si...ik_sense";"de_los_si...ia_redis";"de_los_si...pidminer";"de_los_si...ncia_sas";"de_los_si...cia_spss";"de_los_si...kitlearn";"de_los_si...l_server";"de_los_si...ia_stata";"de_los_si..._tableau";"de_los_si...nsorflow";"de_los_si...idyverse";"adicional..._trabajo";"cules_de_...opcional";"en_qu_ciu...ualmente";"cul_es_tu..._de_edad";"con_qu_gn...ntificas";"de_los_si...ia_keras";"desarrollador...d__fullstack";"analista_de_datos";"cientfico_de_datos";"ingeniero_de_datos";"ingeniero_de_...ine_learning";"lider_de_equi...r__ejecutivo";"administrador...ses_de_datos";"product_manager";"analista_de_negocios";"estudiante";"docente__educador";"investigador_acadmico";"administrador...ta_en_devops";"creacin_y_man...macenamiento";"etl";"etc";"desarrollo_de...ocesar_datos";"anlisis_de_da...ine_learning";"despliege_de_...en_produccin";"entrenamiento..._estadsticos";"generacin_de_...s_e_informes";"identificacin...os_con_datos";"visualizacion...e_dashboards";"investigacin_...os_y_tcnicas";"liderazgo_de_...yo_ingeniera";"no_realizo_tr...do_con_datos";"especializaciones_online";"educacin_formal_pregrado";"educacin_formal_posgrado";"cursos_online_...aciones_pagas";"blog_posts_y_artculos";"cursos_online_gratis";"libros";"papers_de_investigacin";"videos";"conferencias_p...les_y_meetups";"cursos_presenc...s_de_extensin";"podcasts";"especializaciones_presenciales"
2019-06-12 19:16:49;"Empleado, tiempo completo";"Administrador de Bases de Datos, Analista de Datos, Ingeniero de Datos";"Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Liderazgo de equipos de analítica y/o ingeniería";"Todo el tiempo o casi todo el tiempo";"50 a 99";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Otra";"(4e+06,5e+06]";"Unos pocos días al mes";"Más de 15 años";"Menos de 1 año";"Posgrado: Especialización";"Cursos online gratis";"Más de 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";NA;NA;"Bogotá";"45 a 50 años";"Hombre";NA;"No";"Sí";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No"
2019-06-12 19:17:02;"Empleado, tiempo completo";"Analista de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Visualizaciones de datos y generación de dashboards";"Todo el tiempo o casi todo el tiempo";"50 a 99";"Empresa extranjera sin ventas ni sede en Colombia";"Marketplace";"(3e+06,4e+06]";"Aproximadamente la mitad del tiempo";"Menos de 1 año";"2 años";"Posgrado: Master";"Cursos online pagos o con certificaciones pagas, Educación formal pregrado, Educación formal posgrado, Papers de investigación";"2 a 3 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";NA;NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";NA;"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"Looker";"Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc)";"Bogotá";"20 a 24 años";"Mujer";NA;"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"No"
2019-06-12 19:17:10;"Empleado, tiempo completo";"Lider de Equipo / Manager / Ejecutivo";"Análisis de datos usando métodos estadísticos o machine learning, Generación de reportes e informes, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Cerca de 1/4 del tiempo";"5000 a 9999";"Entidad pública del estado colombiano";"Gobierno";"(1e+07,Inf]";"Muy rara vez o nunca";"Menos de 1 año";"2 años";"Posgrado: Master";"Cursos online gratis, Cursos presenciales / Cursos de extensión, Educación formal pregrado, Educación formal posgrado";"1 semana o menos";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Stata";"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Bogotá";"25 a 29 años";"Hombre";NA;"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"Sí";"No";"Sí";"No";"No";"Sí";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No"
2019-06-12 19:17:13;"Empleado, tiempo completo";"Científico de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Visualizaciones de datos y generación de dashboards";"Cerca de 3/4 del tiempo";"100 a 499";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Fintech";"(3e+06,4e+06]";"Muy rara vez o nunca";"1 año";"1 año";"Posgrado: Master";"Cursos online gratis, Educación formal posgrado";"8 a 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Bogotá";"25 a 29 años";"Hombre";NA;"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No"
2019-06-12 19:17:44;"Empleado, tiempo completo";"Científico de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Generación de reportes e informes, Identificación de problemas de negocio que pueden ser resueltos con datos, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Cerca de la mitad del tiempo";"5000 a 9999";"Entidad pública";"Gobierno";"(4e+06,5e+06]";"Muy rara vez o nunca";"1 año";"1 año";"Pregrado universitario, con título";"Cursos online gratis, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Libros";"2 a 3 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";NA;"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Pandas";"Algoritmos de Optimización, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc)";"Bogotá";"25 a 29 años";"Hombre";NA;"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"Sí";"Sí";"No";"No";"No";"Sí";"No";"No"
2019-06-12 19:17:47;"Empleado, tiempo completo";"Asistente machine learning";"Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Investigación de nuevos algoritmos y técnicas";"Cerca de 1/4 del tiempo";"20 a 49";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Internet / Servicios Web";"(1e+06,2e+06]";"Unos pocos días al mes";"4 años";"1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Educación formal pregrado, Libros, Papers de investigación, Videos";"Más de 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"Python nltk";"Word embedingd";"Bogotá";"25 a 29 años";"Hombre";NA;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"No"
2019-06-12 19:18:15;"Empleado, tiempo completo";"Científico de Datos, Ingeniero de Machine Learning, Lider de Equipo / Manager / Ejecutivo";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Despliege de modelos de machine learning o estadísticos en producción, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Todo el tiempo o casi todo el tiempo";"10000 o más";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Otra";"(1e+07,Inf]";"Aproximadamente la mitad del tiempo";"10 años";"8 años";"Posgrado: Master";"Conferencias presenciales y Meetups, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Especializaciones online, Especializaciones presenciales, Educación formal pregrado, Educación formal posgrado, Libros, Papers de investigación, Videos";"8 a 12 semanas";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Gpu nvidia";"Algoritmos de Optimización, Análisis de Grafos, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc), Reinforcement Learning (Q-Learning, etc)";"Bogotá";"30 a 34 años";"Hombre";NA;"No";"No";"Sí";"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"Sí"
2019-06-12 19:18:29;"Empleado, tiempo completo";"Lider de Equipo / Manager / Ejecutivo";"Liderazgo de equipos de analítica y/o ingeniería";"Todo el tiempo o casi todo el tiempo";"10 a 19";"Empresa colombiana con ventas locales e internacionales";"Otra";"(4e+06,5e+06]";"Más de la mitad del tiempo";"8 años";"3 años";"Posgrado: Especialización";"Cursos presenciales / Cursos de extensión, Especializaciones online, Libros";"4 a 5 semanas";NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;"Qlik, Anatella, Timi";"Análisis de Grafos, Aprendizaje no Supervisado (EM, K-means, Apriori, etc)";"Bogotá";"30 a 34 años";"Mujer";NA;"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No"
2019-06-12 19:19:19;"Empleado, tiempo completo";"Geóloga";"Generación de reportes e informes, No realizo trabajos relacionado con datos";"Cerca de la mitad del tiempo";"50 a 99";"Empresa colombiana con ventas locales e internacionales";"Otra";"(1e+06,2e+06]";"Muy rara vez o nunca";"Menos de 1 año";"Menos de 1 año";"Pregrado universitario, con título";"Conferencias presenciales y Meetups, Cursos online pagos o con certificaciones pagas";"6 a 7 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"QGis, Slab";"Análisis de Grafos";"Bogotá";"25 a 29 años";"Mujer";NA;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"Sí";"No";"No";"No"
2019-06-12 19:19:31;"Empleado, tiempo completo";"Lider de Equipo / Manager / Ejecutivo";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Todo el tiempo o casi todo el tiempo";"50 a 99";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Fintech";"(1e+07,Inf]";"Muy rara vez o nunca";"Menos de 1 año";"13 años";"Posgrado: Master";"Blog posts y Artículos, Cursos online gratis, Educación formal pregrado, Educación formal posgrado, Libros, Papers de investigación, Podcasts";"1 semana o menos";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos no Paramétricos (kNN, Decision trees, etc)";"Bogotá";"35 a 39 años";"Hombre";NA;"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"No"
